55,242,PKB00049,(((((.[[[[[[..))))).....]]]]]]
56,86,PKB00100,.((((((..[[[[[[))))))...]]]]]].
57,130,PKB00302,(((((((...[[[[.)))))))....]]]].
58,213,PKB00122,.(((((...[[[[[[[)))))..]]]]]]].
59,227,PKB00184,.(((((.[[[[[[)))))......]]]]]].
60,21,PKB00198,.((((..[[[[[)))).........]]]]]..
61,34,PKB00160,.(((((...[[[[[))))).......]]]]].
62,85,PKB00151,.((((....[[[[[[[))))...]]]]]]]..
63,94,PKB00064,........(((((...[[[.)))))..]]]..
64,140,PKB00084,.((((.....[[[[[))))......].]]]].
65,19,PKB00089,.((((((((..[[[[)))))))).....]]]].
66,101,PKB00110,.((((....[[[[[[))))......].]]]]].
67,145,PKB00094,.((((.....[[[[.))))........]]]]..
68,149,PKB00176,..(((((..[[[[[[)))))......]]]]]].
69,156,PKB00073,.(((((.[[[[[[[))))).......]]]]]]]
70,194,PKB00297,.(((((..[[[[[[[))))).....]]]]]]].
71,207,PKB00091,.((((.....[[[[[))))......].]]]]..
72,33,PKB00202,.((((...[[[[[[[)))).......]]]]]]].
73,95,PKB00246,((.((((.....[[[[))))..))......]]]]
74,129,PKB00242,.((((...[[[[[[[[)))).....]]]]]]]].
75,177,PKB00241,.(((((....[[[[[[)))))......]]]]]].
76,229,PKB00304,(((((...[[[......)))))........]]].
77,144,PKB00245,.((((((..[[[[[)))))).........]]]]].
78,158,PKB00162,.((((((.[[[[[))))))..........]]]]].
79,219,PKB00167,.((((..[[[[[[[[))))......].]]]]]]].
80,261,PKB00108,...((((...[[[[[[[[))))....]]]]]]]].
81,125,PKB00120,.((((((.[[[[[[)))))).........]]]]]].
82,48,PKB00277,.((((((...[[[[[..)).)))).......]]]]].
83,90,PKB00025,...............(((..[[[[)))..]]]]....
84,178,PKB00301,.......(((((..[[[[..)))))....]]]]....
85,208,PKB00300,.......(((((..[[[[[[)))))...]]]]]]...
86,182,PKB00032,.............(((..[[[[[[)))..]]]]]]...
87,244,PKB00018,...............(((...[[[[)))..]]]]....
88,115,PKB00044,............(((((..[[[.)))))........]]]
89,132,PKB00043,.............((((..[[[[))))........]]]]
90,157,PKB00022,...............(((...[[[[)))...]]]]....
91,181,PKB00172,.((((((.........[[[[[[))))))...]]]]]]..
92,196,PKB00046,............(((((..[[[[))))).......]]]]
93,216,PKB00042,.............((((..[[[.)))).........]]]
94,13,PKB00268,.(((((((...[[[[.)))))))...........]]]]..
95,62,PKB00010,..............(((...[[[[[[)))..]]]]]]...
96,127,PKB00031,...............(((...[[[[[)))...]]]]]...
97,134,PKB00012,..............(((...[[[[[)))...]]]]]....
98,212,PKB00033,.............(((....[[[[[)))...]]]]]....
99,232,PKB00066,.......(((..[[[[[....))).......]]]]]....
100,245,PKB00008,..............(((..[[[[[[)))..]]]]]]....
101,41,PKB00045,.............((((((..[[[[))))))......]]]]
102,52,PKB00030,...............(((...[[[[[)))...]]]]]....
103,117,PKB00015,..............(((..[[[[[[)))...]]]]]]....
104,118,PKB00005,...............(((....[[[[[)))...]]]]]...
105,206,PKB00240,..............((((.[[[[.))))........]]]].
106,175,PKB00006,...............(((...[[[[[[)))...]]]]]]...
107,193,PKB00017,...............(((....[[[[[)))...]]]]]....
108,204,PKB00007,................(((..[[[[[[)))...]]]]]]...
109,100,PKB00281,.............(((((..[[[.))))).........]]]..
110,170,PKB00224,.((((...((((.[[[[[))))..)))).........]]]]].
111,124,PKB00227,.(((((...((((.[[[[[))))..)))))........]]]]].
112,64,PKB00206,...((((((.............[[[[[))))))....]]]]]...
113,76,PKB00216,.((((...(((((.[[[[[)))))..)))).........]]]]].
114,87,PKB00207,...((((((............[[[[[[))))))....]]]]]]..
115,128,PKB00213,.(((((...((((.[[[[[))))..))))).........]]]]].
116,236,PKB00221,.((((((...(((.[[[[[)))..)))))).........]]]]].
117,251,PKB00178,..((((...[[[)))).....(((((((((.]]].))))))))).
118,73,PKB00065,((((((((...[[[[[[[......))).......]]]]]]])))))
119,77,PKB00051,((((...(((((.[[[[[)))))...))))...........]]]]]
120,109,PKB00192,..((((((((..[[[[[[[[[..))))))))]]]]]]]]]......
121,102,PKB00001,..............[[[[[[.....(((]]]]]]....)))......
122,112,PKB00266,.(((((((......[[[[)))))))...............]]]]...
123,186,PKB00163,(((.((((((.[[[[.)))))).....((((.]]]]...))))))).
124,189,PKB00190,.((((...(((((.[[[[[)))))..)))).........]]]]]...
125,36,PKB00131,(((((..[[[[[[))))).....((((((......)))))).]]]]]]
126,82,PKB00273,.(((((...........[[[[[[.............)))))]]]]]].
127,135,PKB00230,.((((.((((.((((.[[[[[)))))).)).)))).......]]]]].
128,226,PKB00205,.((..((.[[[[..))(((((....))).))..))........]]]].
129,161,PKB00080,..............(((((.[[[[[[[.)))))........]]]]]]].
130,185,PKB00132,(((((..[[[[[))))).....(((((((.......))))))).]]]]]
131,201,PKB00274,.((((((...........[[[[[[............))))))]]]]]].
132,43,PKB00004,...............[[[[[..((((((]]]]]...........))))))
133,152,PKB00002,.............[[[[[..((((]]]]]......))))...........
134,176,PKB00146,.(((((...[[[[[((.(((...))))))))))...........]]]]].
135,205,PKB00147,.((((((((((...[[..[[[[[[)))))))))).......]]]]]].]].
136,164,PKB00107,..............((((((.[[[[[[))))))............]]]]]].
137,239,PKB00052,((((((((((.(((.[[[.[[[))).)))))))))).........]]].]]]
138,61,PKB00150,.((((...[[[[.(((((........)))))))))..(((((.]]]]))))).
139,237,PKB00003,................[[[[[[...((((]]]]]]............))))...
140,110,PKB00070,((((((..((.(((.[[[.[[[))).))..))))))...........]]]..]]]
141,228,PKB00244,.((((((((((.........[[[[[[[)))))))))).........]]]].]]].
142,83,PKB00262,.((((((((...((((.....)))).[[[))))))))................]]]
143,141,PKB00255,.((((((((...............[[[[[[[[[[.))))))))..]]]]]]]]]].
144,180,PKB00181,(((((((((((..))(((......)))((.[[[[[[.))))))))))).]]]]]].
145,1,PKB00259,.((((((.....((((....))))[[[[[))))))................]]]]].
146,92,PKB00175,.(((((.[[[[[[[)))))..............................]]]]]]].
147,218,PKB00260,.(((((.....((((......))))[[[[.)))))..................]]]]
148,119,PKB00145,.(((((..[[[[[[(((((((.........)))))))))))).........]]]]]].
149,99,PKB00050,(((((((((((..(((...[[[[[)))..))))....)))))))..........]]]]]
150,136,PKB00261,.((((((.....(((((....)))))[[[[[))))))................]]]]].
151,258,PKB00128,............(((((((((((....[[[[[)))))))))))..........]]]]].
152,20,PKB00258,.............(((((((((((...[[[[[.)))))))))))..........]]]]].
153,166,PKB00047,...........((((((((.[[[[[[[)))).))))..................]]]]]]]
154,167,PKB00265,.((((((((.....((((....))))[[[[[.))))))))................]]]]]
155,248,PKB00079,...........((((((((..[[[[[[[)))))))).................]]]]]]].
156,253,PKB00069,(((((((((........................[[[[[[[))))))).))...]]].]]]]
157,262,PKB00048,...........((((((.(..[[[[[[[).))))))..................]]]]]]]
158,0,PKB00088,...........((((((((...[[[[[[)))).))))..................]]]]]].
159,5,PKB00098,...........((((((.((.[[[[[[[))))))))..................]]]]]]].
160,58,PKB00263,.(((((((......(((((....))))).[[[[.)))))))................]]]].
161,60,PKB00232,.(((..((((....))))......[[[.[[[[.)))..(((.....)))....]]]].]]].
162,147,PKB00127,.............(((((((((((..[[[[[[.))))))))))).........]]]]]]...
163,195,PKB00106,.............(((((((((((.[[[[[[[)))))))))))...........]]]]]]].
164,235,PKB00270,.((((((((..............((((((.....))))))[[[[[.)))))))).]]]]]..
165,254,PKB00078,...........((((((((.[[[[[[[)))).))))..................]]]]]]].
166,27,PKB00099,...........((((((((.[[[[[[[)))).))))..................]]]]]]]..
167,113,PKB00326,(((((((.[[[[[[[[(((..[....))))))))))].((((.....))))....]]]]]]]]
168,49,PKB00226,.((((..((((....)))).....[[[[.[[[[.))))((((.....))))...]]]].]]]].
169,53,PKB00212,.((((..((((....)))).....[[[[.[[[[[))))((((.....))))..]]]]].]]]].
170,151,PKB00220,.((((..((((....)))).....[[[[.[[[[[)))).(((.....)))...]]]]].]]]].
171,209,PKB00180,.((((((.((((((((..((....[[[[[[[.))..)))))))).))))))....]]]]]]]..
172,234,PKB00330,(((((((.[[[[[[[[(((..[....))))))))))].(((((....)))))....]]]]]]]]
173,137,PKB00077,.(((((.((....[.[[[[[..)).))))).(((((((.....)))))))........]]]]]].
174,7,PKB00269,.(((((((.......((((((((......))))))))....[[[[[)))))))....]]]]]....
175,17,PKB00338,(((((((..[[[[[[[(((..[....))))))))))].(..((((....)))).)....]]]]]]]
176,25,PKB00248,.((((((.....[[[((((....(((((((.....))))))).))))))))))........]]]..
177,67,PKB00257,............((((((((((...[[[[[[[[[)))))...))))).........]]]]]]]]].
178,105,PKB00272,.((((((((.....(((((.((((....)))))))))[[[[[[)))))))).....]]]]]]....
179,16,PKB00229,..((((..((((....)))).....[[[[.[[[[.))))(((((.....)))))...]]]].]]]].
180,139,PKB00315,.((((((..[[[[[[[(((..[....))))))))).].(((((((....)))))))....]]]]]]]
181,159,PKB00340,(((((((.[[[[[[[[(((.[[.....))))))))))]]....(((....))).....].]]]]]]]
182,173,PKB00057,(((((((....[[[[((((.....((((((((.....))))))))))))))))))).......]]]]
183,184,PKB00072,((((.((((((.[[[[[[[))))))))))...............................]]]]]]]
184,223,PKB00314,(((((((..[[[[[[[(((..[....))))))))))].(((((((....)))))))....]]]]]]]
185,78,PKB00280,.............(((((((.....[[[[[[[.......)))))))..............]]]]]]].
186,81,PKB00333,((((((..[[[[[[[(((.[[....)))))))))]]...(((((((...))))))).....]]]]]]]
187,104,PKB00332,(((((((..[[[[[[[(((..[....))))))))))]....(((((....))))).....].]]]]]]
188,252,PKB00129,..((....[[[[[[..((((((((((((.....))))))))))))...[[..))]].....]]]]]].
189,257,PKB00179,.((((((((((.(((((((.((...[[[[[[[[.))))))))).))))))))))..]]]]]]]]....
190,259,PKB00068,(((.(((....((((.[[[[[[[..........)))).....))).)))............]]]]]]]
191,11,PKB00339,(((((((.[[[[[[[[(((.[[....))))))))))]]....(((((....))))).....]]]]]]]]
192,79,PKB00140,.((((((((....[[[[((((((.((..(((.....))).)).)))))))))))))).......]]]].
193,103,PKB00141,.(((((((((....[[[.(((((...((((.....))))....)))))))))))))).........]]].
194,233,PKB00177,............(((((.((((((......[[[[[[.)))))).)))))..........]]]]]].....
195,249,PKB00139,..((((((....[[[[((((.....((((((((.....)))))))))))))))))).........]]]].
196,44,PKB00144,.((((((((....[[[[((((.....((((((((.....)))))))))))))))))))).......]]]].
197,84,PKB00233,............((((((.((((((....[[[[[[[))))))))))))...............]]]]]]].
198,153,PKB00142,.(((((((....[[[[[((((((...(((.(((.....))).)))))))))))))))).......]]]]].
199,217,PKB00231,.(((((((((......((((((((......[[[[[.......))))))))....)))))))))..]]]]].
200,238,PKB00143,.(((((((....[[[[[(((....(((((((((.....)))))))))))))))))))........]]]]].
201,4,PKB00218,............((((((.((((((....[[[[[[[))))))))))))...............]]]]]]]..
202,38,PKB00267,.(((((((((.......((((((((....))))))))[[[[[)))))))))..............]]]]]..
203,246,PKB00148,.((..((((((((((.((((((.......))))))...)).....[[[......))))))))..))]]]...
204,2,PKB00208,.((((((((((((((((..))((((....))))...[[[[[[[.)))))))..))))))).....]]]]]]].
205,97,PKB00217,.............(((((((((((...[[[[[[...)))))))))))...................]]]]]].
206,123,PKB00276,.(((((((((((((............)))))))).........[[[[[....(((...))))))))]]]]]..
207,211,PKB00173,((((.[[[[[..))))........(((((]]]]]((((....((((....)))).))))........))))).
208,256,PKB00169,.((((((((((((.[[[[[[.........)))))))))))).....((.(((((.]]]]]]))))).))....
209,126,PKB00171,............((((((((((((...[[[[[)))))))))))).......(((((((..]]]]].)))))))..
210,150,PKB00271,.((((.....((((.......))))[[[[[[))))((((((....))))))..................]]]]]]
211,22,PKB00209,.((((((((((((((((..))((((....))))...[[[[[[[.)))))))..))))))).......]]]]]]]..
212,51,PKB00170,.(((....(((((((((((((((.........[[[[[[[.[[[.))))))))))))))))))..]]].]]]]]]].
213,56,PKB00303,.(((((....(((((.((....)).)))))...[[[.[[[[[[(((....))))))))........]]]]]]]]].
214,187,PKB00341,(((((((......[[[.[[[[[(((.[[....))))))))))]]...(((((.....)))))......]]]]]]]]
215,198,PKB00235,((((((....[[[[[)))))).(((((.......)))))..........(((((((.........)))))))]]]]]
216,200,PKB00334,(((((((..[[[[[[[(((.[[....))))))))))]].(((((((.(((....))).))))))).....]]]]]]]
217,96,PKB00306,.(((((....((((.(((....)))..))))..[[[[.[[[[[[(((....)))))))).......]]]].]]]]]].
218,168,PKB00325,(((((((..[[[[[[[[(((.[[.....))))))))))]]...(((((((.(...).))))))).....].]]]]]]]
219,15,PKB00239,.((((..(((((((....[[[[[[[))))).))...))))...(((..((((((...)))))))))]]]]]]].......
220,26,PKB00308,..(((((.....((((((((....))))))))..[[[[.[[[[[[(((....))))))))........]]]].]]]]]].
221,80,PKB00222,.((((((((......(((((((((..........[[[[[[........)))))))))....))))))))..]]]]]]...
222,146,PKB00305,.(((((....((((((((....))).)))))..[[[[.[[[[[[(((....)))))))).........]]]].]]]]]].
223,210,PKB00211,.(((((((......(((((((((((..........[[[[[.......)))))))))))....)))))))...]]]]]...
224,14,PKB00328,(((((((.....[[[.[[[[[(((.[[....))))))))))]].((((((.(((...))).))).))).....]]]]]]]]
225,143,PKB00214,.(((((((((.......((((((((((........[[[[[......)))))))))).....)))))))))...]]]]]...
226,199,PKB00225,.(((((((((......((((((((.........[[[[[[[........))))))))....)))))))))..]]]]]]]...
227,8,PKB00329,(((((((.....[[[.[[[[[(((.[[....))))))))))]].((((((((((....))))))))))......]]]]]]]]
228,10,PKB00228,.(((((((((......((((((((((..........[[[[[[[......))))))))))....)))))))))..]]]]]]].
229,30,PKB00253,...........((((((((((((((...[[[[[)))))))))))))).............................]]]]].
230,32,PKB00193,.(.((.((((((((..(((((((....[[.[[[[))))))))))))))))))..]]]].]](((..(((.....))).))).
231,39,PKB00327,(((((((......[[[[[[[[(((.[[....))))))))))]]..((((((.((....)).)))))).......]]]]]]]]
232,224,PKB00254,............(((((((((((...[[[[[[[)))))))))))((((((((.........))).)))))...]].]]]]].
233,23,PKB00219,.(((((((((......(((((((((..........[[[[[[........)))))))))....)))))))))...]]]]]]...
234,9,PKB00238,.((((((((...((((((((...[[[[[.))))))))....))......((((......)))))))))).........]]]]].
235,169,PKB00234,.((((((..(((...[[[[[[[..))).(((((((((((((((....))))))))))))))).)))))).......]]]]]]].
236,172,PKB00275,.((((((.......[[[[[[)))))).....(((((((.....(((((((....)))))))......)))))))....]]]]]].
237,31,PKB00342,(((((((.........[[[[[[[(((.[[....))))))))))]]...((((((((((.........))))))))))....]]]]]]]
238,68,PKB00075,.(((((((..[[[[[[[{{{.[[.....}}})))))))]]....(((((((((((((...))))))))).)))).....]]]]]]]..
239,220,PKB00076,(((((((........[[[[(((.......))))))))))...(((((((....((((....))))..)))))))......]]]].....
240,179,PKB00210,.((((((..(((...[[[[[[[..))).((((((((((....)))))).((((....))))...)))).)))))).......]]]]]]].
241,264,PKB00149,.(((((((.((.((((((((((.(((((....))))))))).)))))).))....[[[.[[[[[..)))))))..........]]]]]]]].
242,70,PKB00164,.((((((((..((((((..[[[[[.))))))....((((((......)))))))))))))).((((((.....))))))........]]]]]....
243,111,PKB00237,.(((((..[[[[)))))......]]]].(((((((.(((((((((.((((.......))))......))))))))).)))).)))...........
244,255,PKB00138,.((((((((..((((((..[[[[[.))))))....((((((.....)))))))))))))).((((((.....)))))).........]]]]]....
245,171,PKB00335,(((((((..[[.[[[[(((.[[....))))))))))]]((..(((((((((.....(((((((...........)).))))).)))))))))))....]]]]]]
246,250,PKB00168,.((((((((....(((((...[[[[[..))))).....((((((....)))))))))))))).((((((((((.....))))))))))........]]]]]....
247,47,PKB00337,(((((((..[[[[[[[[(((.[[....))))))))))]].((((((((((..(((((((....(....)....)))))))..)))))))))).....].]]]]]]]
248,122,PKB00336,(((((((..[[[[[[[[(((.[[....))))))))))]].((((((((((..((((..((.(.(....).).))..))))..)))))))))).....].]]]]]]]
249,35,PKB00071,(((((((.(((((........[[[[....[[[[....{{{{.))))))))))))..........................]]]].....]]]]...........}}}}
250,108,PKB00252,((((((.(((((...((((((....))))))))))).[[[[[[[[[.....)))))).....(((((((......)))))))...]]]]]]]]].((((((...))))))
251,160,PKB00191,.((((((((((((((((...[[[[))))))....))))))))))..((((((((((((....))))))))))))....(((((((....))))))).........]]]]....
252,69,PKB00135,..(((((((..((((((..[[[[[[)))))).....(((((.((((((.....))))))....))))))))))))(((((((((....))))))))).........]]]]]]....
253,37,PKB00236,.......((((((([[[[[[[[..[[[[[..[[[[[....[[[[[[[[..[[[..[[[[....))))))).......]]]].]]]]]]]]]]]...]]]]].]]]]]....]]].]]]]]
254,162,PKB00311,(((((([[.[[[[[[[[[[[[..[[[[[.[[[[[[[[[[...[[[..[[[[....))))))........]]]].]]].]]]]]]]]]]]]]]].]]]]]]]..]]].]].]]........
255,55,PKB00243,.((((((((.....(((((.......(((((((((........[[[[[[[[[)))))))))..)))))....))))).))).............................]]].]]]]]].
256,71,PKB00174,........((((((((((((((...........[[[[[[[[((((((..(((((......)))))))))))((((((....))))))......))))))))).)))))...........]]]]]]]].
257,29,PKB00313,.............((((([[...[[[..[[[..[[......[[[[[[[[[[..[[[[..[[[[....))))).........]]]].]]]]]]]]]]]]]]....]]]]]...]]]....]].........
258,106,PKB00312,.....(((((..[[[[[[[...........[[[[[....[[[[........[[[[....(((...))).))))).((((.......)))).]]]].......]].]].]]]]]]]].]]]].........
259,190,PKB00310,........(((((([[.[.[[[[[[[[[...[[.[..[[[[[.[[[[...[[[..[[[[[[..))))))......]]]]]].]]].]]]].]]]]].].]]..]]]].]]]].].]]]............
260,138,PKB00137,.(((((((..((((((..[[[[[.)))))).......(((((((....)))))))..(((((((((((......)))))))....)))))))))))((((((((....))))))))........]]]]]....
261,221,PKB00136,.(((((((..((((((..[[[[[[)))))).......((((((....))))))..((((((((((((.....)))))))......))))))))))))((((((((....)))))))).......]]]]]]....
262,89,PKB00134,....(((((((..((((((..[[[[[[)))))).......((((((....))))))..(((((((((((.....)))))))....))))))))))).((((((((......))))))))........]]]]]]....
263,6,PKB00309,......................(((((([..[.[[[...[[....[[....[[[[[[[[.[.[[.....[[[[....)))))).....]]]]...]]].]]]]]]]]...]]...]].....]]]..]..]..............
264,59,PKB00323,(((((((.....(((((.(((((((....))).)))).)))))...[[[[.[[[[[[[(((.[[....))))))))))]]...((((((((((((..((((((.(((((((((.....))))))))).....((((...))))))))))...)))))))))))).....]]]]]]]]]]]
265,197,PKB00324,(((((((.....((((((((.((..........))...))))))))...[[[[.[[[[[[(((.[[....))))))))))]]...((((((((((....((((....(((((((...............))))))).(((((....))))).)))))))))))))).....]]]]]]]]]]
